Date,Time of day start,Site,Exposure,Camera,Mean flow,FOV,Segment,Video number,Time of video analyzed,Observer,Date Processed,Species,Length,Bites,Notes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,25,14,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,25,8,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,4,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,20,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,9,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,12,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,7,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,8,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,7,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,7,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,6,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,8,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,6,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,6,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,7,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,6,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,5,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,8,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,8,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,STBE,10,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,STBE,10,4,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,17,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,10,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,12,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,25,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,25,4,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,6,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,20,8,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,35,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,PRLA,30,7,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,7,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,2,3,GOPR0208,0:21-0:28:50,RWL,10/1/15,HADI,5,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,10,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,STBE,10,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,10,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,10,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,5,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,THLU,5,4,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,STBE,10,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,10,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,STBE,10,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,10,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,THLU,5,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,STBE,10,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,10,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,10,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,STBE,10,4,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,STBE,10,8,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,1,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,3,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,4,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,6,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,4,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
6/26/15,0:12:39,punta_nunez,Exposed,1,,1,1,GOPR0206,0:05:40-0:15:40,RWL,10/1/15,HADI,5,2,Date and time need to be changed to correct date (June 2_?); remaining 2:10 for analysis was done on minutes 0:03:00-0:05:10 in video GOPR0207 to complete 10 minutes
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,10,3,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,10,4,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,5,2,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,10,1,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,10,2,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,5,1,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,5,8,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,10,4,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,10,4,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,10,8,
7/21/15,0:09:13,palmas_exposed,Exposed,1,,1,1,GP023137,0:07-0:17,RWL,10/5/15,STBE,10,2,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,10,4,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,10,8,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,10,2,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,10,2,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,10,3,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,10,1,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,10,1,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,15,2,
7/21/15,0:09:38,palmas_exposed,Exposed,1,,1,2,GP033137,0:05-15:00,RWL,10/5/15,STBE,15,3,
